stage,objective
1,2.7002356920000017e6
2,2.209406809135899e6
3,1.8630191164586097e6
4,1.5281817396751791e6
5,3.0217728430754095e6
6,2.4214284917510673e6
7,2.2848492040470615e6
8,3.021769483738467e6
9,2.116423171500001e6
10,3.0217733070000038e6
11,1.0051593942724541e6
12,729986.9550999999
13,844390.8016999997
14,2.116439913586121e6
15,1.4579363181846011e6
16,1.6287316114557479e6
17,396946.4355076086
18,1.0431833706343006e6
19,802947.65326
20,2.7933663192315297e6
21,1.478641834486559e6
22,1.0431830398972817e6
23,2.7396902873186436e6
24,648414.3686060511
