stage,objective
1,340078.4790400006
2,336196.216740001
3,291888.7706400007
4,310087.55324000027
5,310023.1254399996
6,310038.75184000004
7,310067.51274000015
8,310015.8987400001
9,291867.7970399996
10,291904.21974000055
11,281771.83693999983
12,263656.3327400135
13,256653.2486399999
14,281821.05233999994
15,256560.8139399998
16,256591.61384000024
17,256496.71503999992
18,245127.76474
19,253634.55423999997
20,256481.23514003004
21,256468.6295400001
22,245384.33494000032
23,245135.87224000003
24,245190.47834000003
