stage,objective
1,2.7002356920000017e6
2,1.5281716935565993e6
3,1.5281868495283425e6
4,1.8630211551620066e6
5,2.116417773923531e6
6,1.5900924429704398e6
7,1.8630204419325143e6
8,1.8630225006560013e6
9,2.116424924899999e6
10,802943.9031813014
11,1.867341013381226e6
12,256468.0675900001
13,248407.68013999984
14,245091.68403165182
15,245158.8105735737
16,245102.42234019283
17,248410.658046467
18,248403.82058000006
19,247765.15007383958
20,248407.7712200001
21,245091.5930600001
22,245717.27487934096
23,248403.91048000008
24,245085.85754799753
