stage,objective
1,2.7002356920000017e6
2,1.863025796053797e6
3,946039.45594313
4,802955.1589995995
5,1.0051623140084706e6
6,1.528172687697798e6
7,1.5281736236535758e6
8,1.0431850930875763e6
9,1.1361576202600002e6
10,845905.3377
11,389624.1242000004
12,268726.96758999955
13,256469.93497308623
14,336153.0724609131
15,714281.3263637619
16,1.5281923321653437e6
17,2.2007976764851445e6
18,2.229638033463398e6
19,1.5382715520171626e6
20,2.508873121007909e6
21,1.4095681850103154e6
22,2.48643173006829e6
23,1.4844425230860657e6
24,483100.4085449726
