region,depth,value
1,1,2356.7000000000003
1,2,600.25
1,3,536.35
1,4,325.3
2,1,2356.7000000000003
2,2,600.25
2,3,536.35
2,4,325.3
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
