stage,objective
1,2.7002356920000017e6
2,3.0217695302174017e6
3,3.246100933443561e6
4,3.0217815529056713e6
5,3.021775561163433e6
6,3.021765410313256e6
7,2.1164230275213644e6
8,1.8630245645000003e6
9,1.8630246985e6
10,802947.4614635855
11,532856.1012338884
12,663348.3441673294
13,1.5281721896518748e6
14,1.863019325100001e6
15,2.2093930715000015e6
16,2.123652275427457e6
17,1.7644531356291752e6
18,2.184604089102512e6
19,2.5190247251257263e6
20,1.771033260045561e6
21,1.5281771764999996e6
22,532849.1587441552
23,2.2052509765395024e6
24,815595.3223892904
