stage,objective
1,340078.4790400006
2,510771.6849600002
3,510668.27936000004
4,510681.1310600005
5,510651.6063599996
6,510612.9057599995
7,510612.3007599991
8,510618.9182599997
9,310031.5078400001
10,336163.85424000025
11,336175.24624000024
12,310183.77623999957
13,336222.5386399999
14,485810.7674557846
15,336255.59114000015
16,268872.4621490054
17,281690.30694000004
18,268810.30823099473
19,532946.7102399999
20,281651.98484000005
21,310154.97554
22,340134.94623999996
23,637768.7516676006
24,245212.42244000002
