stage,objective
1,2.7002356920000017e6
2,2.1164206409241036e6
3,1.8630259331279323e6
4,1.863026134413585e6
5,2.1164231586571857e6
6,1.6069213544235453e6
7,1.863022613499999e6
8,1.8630274407938756e6
9,1.8630300888061859e6
10,2.806743272928141e6
11,3.0217695111000016e6
12,2.68394692733752e6
13,4.0316082545000017e6
14,3.9048068677326143e6
15,3.0217758941401877e6
16,2.976518478427386e6
17,1.5281757740334924e6
18,1.0431838404749203e6
19,1.0051624011111194e6
20,281651.1133380439
21,256471.25921000005
22,256466.73251242877
23,256471.54614
24,860661.0115401797
