stage,objective
1,2.7002356920000017e6
2,3.246094276036702e6
3,3.152032195018813e6
4,3.0217804849135727e6
5,3.0217733630006835e6
6,3.0217653761806265e6
7,3.021770539616674e6
8,3.7993613177105114e6
9,3.8076548823548257e6
10,3.4903894283705577e6
11,3.021774406299997e6
12,3.5424337780001387e6
13,3.992546114661135e6
14,2.293075675456602e6
15,685507.9716403661
16,492607.47998440685
17,355453.6944443281
18,279603.9212099998
19,248407.09921999997
20,256470.0622584629
21,248995.04064327024
22,247255.17874000012
23,245087.5077859527
24,245084.6108141191
