stage,objective
1,2.7002356920000017e6
2,2.2848670505919904e6
3,2.421438812310934e6
4,2.284855697698824e6
5,1.528175453438744e6
6,1.8630202071266994e6
7,1.0431883922600001e6
8,1.1783557083132379e6
9,1.9893372066654265e6
10,725812.7642873265
11,1.213510995869467e6
12,281650.4395899996
13,389624.3419599999
14,1.8441957850807644e6
15,2.6839523187794387e6
16,1.0431849253571369e6
17,907657.9412600007
18,1.6813953801376875e6
19,1.5294390824542912e6
20,1.528174750030348e6
21,1.8630194740582313e6
22,2.5265052631936045e6
23,1.4832962838124135e6
24,3.1931841754575362e6
