stage,objective
1,340078.4790400006
2,510665.58066000044
3,510634.9434600007
4,389683.2182599995
5,389646.7268599998
6,485479.6673751436
7,310058.11534
8,310036.70923999976
9,310016.65024000034
10,310043.4169399999
11,336179.3522399999
12,310228.11043999996
13,310152.2046400001
14,663536.5361599997
15,803071.9184600003
16,803182.4344600001
17,945698.1323819794
18,928352.0807479015
19,1.2213673066739133e6
20,1.5281957705999995e6
21,1.5282061048999992e6
22,803209.0228600004
23,699161.9770220298
24,1.2818219087000003e6
