plant,unit,value
1,1,614.53
1,2,1271.654521765536
1,3,2.52
1,4,135.1010452145375
1,5,109.57300000000014
1,6,12.88
1,7,419.5534164872141
1,8,7.92
1,9,250.77360000000002
1,10,218.89540000000008
1,11,165.98
1,12,135.1
1,13,20.3
1,14,90.4
1,15,15.72
1,16,38.336541638236696
1,17,91.8
1,18,304.59
1,19,307.92721367356427
1,20,399.9966000000001
1,21,61.0
1,22,118.0
1,23,82.05663305428635
1,24,108.08
1,25,12.32
1,26,36.0
1,27,76.16
1,28,5.1
1,29,16.714587903744665
1,30,123.2
1,31,40.0
1,32,143.36661678685155
1,33,118.96237622940582
1,34,81.77881895017421
1,35,8.32
1,36,61.2
1,37,565.8469458632156
1,38,430.18800000000016
1,39,0.6
1,40,189.31759999999997
1,41,43.75
1,42,80.34
1,43,4.86
2,1,8.58
2,2,179.45
2,3,180.4092566181493
2,4,295.4
2,5,25.717109069930686
2,6,46.8
2,7,1.64
2,8,13.527199999999977
2,9,55.0
2,10,103.10299999999992
2,11,199.71145726968783
2,12,298.2096000000002
2,13,1.68
2,14,90.12019999999995
2,15,217.3814520353402
2,16,10.25
2,17,294.4
3,1,2.86
3,2,2.386089623804146
3,3,7.68
3,4,2.42
3,5,28.036115281521088
3,6,30.4
3,7,29.712065321678637
3,8,2.86
3,9,3.3
3,10,99.0
3,11,44.0
3,12,2.86
3,13,3.3
3,14,62.1
3,15,302.36
3,16,44.7
3,17,44.04578905420444
3,18,3.3
3,19,22.9736514245944
3,20,3.3
3,21,52.08
3,22,2.86
3,23,2.86
3,24,13.39
3,25,19.04
3,26,7.42
3,27,9.24
3,28,83.7
3,29,15.5
3,30,20.28
3,31,52.59881700261443
3,32,466.68800000000005
3,33,124.51509323221903
4,1,44.82
4,2,45.64880507963693
