stage,objective
1,340078.4790400006
2,510665.58066000044
3,510614.6287600007
4,532954.8348600008
5,532878.9304600004
6,510701.3382600006
7,532905.06116
8,532853.3286600001
9,510609.4839600008
10,637188.0222483166
11,717040.4263599999
12,529243.0677710343
13,803118.8249600008
14,803104.3490600009
15,803113.7898599999
16,730052.68126
17,717029.4676600005
18,803706.1092600003
19,844410.7175599514
20,803165.4624600792
21,336171.7567893658
22,336159.4144906341
23,245366.44344000006
24,245162.44144000002
