stage,objective
1,2.7002356920000017e6
2,2.2848482968572974e6
3,1.863025008772608e6
4,1.0431959761485346e6
5,1.0431857975607179e6
6,1.8630214204521887e6
7,1.2639292612599991e6
8,1.0269642809801251e6
9,1.114576523260001e6
10,912359.5667000003
11,843678.7296600007
12,765348.5625581015
13,782472.6111000013
14,336150.9454482766
15,336189.47994423844
16,532845.733953869
17,741198.1623
18,291859.1616368657
19,281650.0226917444
20,371193.4593034282
21,323249.93860373716
22,267070.44776070234
23,447894.73348111537
24,504787.32261619094
