stage,objective
1,2.7002356920000017e6
2,1.5281920560631007e6
3,1.748356114938274e6
4,1.5281870555029884e6
5,1.8630219961471744e6
6,1.52817176566099e6
7,803667.8139567785
8,1.2639279591883272e6
9,802945.6317599993
10,1.8630226534999982e6
11,1.5318959245692864e6
12,2.2848546126568355e6
13,3.021772685236465e6
14,1.5281780584999993e6
15,2.4214388400481455e6
16,1.0431866693687439e6
17,1.5281786675631572e6
18,542490.9777644742
19,1.0051620764000006e6
20,2.4747196850208007e6
21,802946.9285506667
22,510593.1240019931
23,285039.27840060205
24,245083.60497839897
