stage,objective
1,2.7002356920000017e6
2,3.542450128545597e6
3,3.152026166556902e6
4,3.0217719626071006e6
5,3.021771453999996e6
6,3.8792088534999937e6
7,4.104386299999997e6
8,3.2460988660999984e6
9,3.52017337573871e6
10,4.104382601859942e6
11,3.5201741158485487e6
12,3.2460923723954186e6
13,1.863023171500001e6
14,330302.78338462673
15,495666.3813647805
16,527934.7703883373
17,783591.965459974
18,245091.49454308138
19,245086.66697999998
20,245087.59718000004
21,245088.1973739321
22,245085.00180355617
23,245085.52374792425
24,245083.02260000003
